GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
2472,3,18,10,300,99.705,0.002241594,0.0003009548,7,0.0000103777501038,0.0004877543,0.003569946,53.4111,63.314,4.7384,24,0.0010689,9,0.0001867995,0.000051889
2475,2,17,14,243,52.3722,0.00055417,0.0002078138,2,0.0000346356331394,0.0000865890828484,0.002736215,75.9236,77.2152,3.3797,16,0.00067539,4,0.,0.000051953
2476,4,25,12,280,95.754,0.005044097,0.0004719171,6,0.,0.000085099798855,0.003187374,46.4818,71.0485,4.0655,21,0.00051834,8,0.,0.00027077
2478,6,18,20,700,173.2314,0.007324647,0.0006244515,6,0.,0.0002025248,0.00506312,17.592,34.6933,4.91,18,0.00097887,4,0.,0.
2482,5,18,20,500,82.0194,0.002441765,0.0003064978,3,0.,0.000224765,0.003105844,55.604,75.3026,4.2533,23,0.00073559,9,0.0002145484,0.00029628
2484,3,19,30,1000,99.207,0.001582519,0.0001392617,2,0.,0.000050640603636,0.003456221,42.3676,66.5201,4.9231,35,0.0011141,9,0.0001139414,0.00022788
2487,3,20,8,200,65.9718,0.000528095,0.000290452,7,0.,0.0001056189,0.003247782,55.4754,65.9187,3.5447,12,0.001241,4,0.,0.
2489,6,23,28,900,124.1148,0.002786638,0.0004469137,4,0.0002716534,0.0005082548,0.003978408,26.1898,48.3789,5.2489,29,0.00099898,9,0.0002103123,0.00021908
2495,4,21,8,450,130.9572,0.010634562,0.0005267118,7,0.,0.0000627037873088,0.00297216,48.2881,72.4388,4.8101,23,0.0012792,9,0.0003260597,0.
2499,3,20,20,400,119.1078,0.00285694,0.0000474180852577,3,0.0000118545213144,0.0006519987,0.003805301,25.8125,56.3614,5.0966,23,0.00042676,5,0.,0.
2505,5,17,42,1320,91.5216,0.002057249,0.0003740452,5,0.,0.0006299709,0.002352547,41.4286,85.4393,6.7155,20,0.00096464,9,0.0000787463579809,0.00030514
2509,6,23,8,4000,142.7916,0.004051045,0.0005481329,3,0.000445358,0.0003768414,0.004590613,23.2822,45.4627,5.0616,23,0.00068517,7,0.,0.00033402
2512,4,24,10,300,61.2018,0.002739404,0.0004011271,5,0.0000097835870544,0.0000489179352718,0.003414472,46.7241,75.6447,2.7077,23,0.0007729,8,0.000283724,0.00032286
2518,5,19,20,730,136.7616,0.00300266,0.0001142881,1,0.,0.0001246779,0.003439033,22.7273,56.423,6.565,18,0.00068573,5,0.,0.
2520,3,24,14,300,91.221,0.001176598,0.0001991166,2,0.0001448121,0.0001991166,0.002606618,34.9371,78.1944,6.1667,15,0.00072406,5,0.,0.
2521,6,19,56,2000,186.2586,0.004034987,0.0006117561,6,0.000143177,0.0007679492,0.004334357,28.3253,44.5285,7.1532,24,0.0014057,7,0.,0.000013016
2522,5,19,16,730,183.4848,0.004906072,0.0006080174,5,0.0002306273,0.000356424,0.003627139,29.6047,38.0578,8.0289,20,0.00077575,3,0.,0.
2526,6,19,24,1000,132.9258,0.002836978,0.0002471235,5,0.,0.0002965482,0.004586612,24.9762,45.1207,4.9052,20,0.00075126,7,0.,0.
2527,6,22,42,1460,134.2086,0.003994862,0.0005953127,4,0.0002036596,0.0004386515,0.003415215,36.6267,53.7248,6.3716,19,0.0020523,6,0.,0.
2531,6,20,28,800,230.0214,0.016880237,0.0002258912,5,0.0002258912,0.0002874979,0.00254641,42.1138,54.5161,10.1935,17,0.0021357,5,0.,0.
2532,5,20,28,450,99.5286,0.001359928,0.0001133273,3,0.0000377757630704,0.0002266546,0.002342097,37.7049,62.1935,7.371,11,0.00083107,3,0.,0.
2533,1,24,10,300,54.045,0.000371722,0.0000675858340092,3,0.0000168964585023,0.000185861,0.00219654,63.2248,96.2462,4.5538,11,0.0004731,3,0.,0.
2538,5,22,6,200,76.611,0.000499559,0.0003085513,3,0.0000881575080811,0.0000881575080811,0.003496915,37.7215,60.521,4.0546,16,0.00049956,7,0.,0.00019101
2539,5,21,16,780,103.1706,0.001968406,0.0001744157,5,0.0000249165296258,0.0005979967,0.003251607,44.8,60.3831,5.433,16,0.00056062,5,0.,0.
2540,5,25,14,730,112.9272,0.001188489,0.0003810422,5,0.0000090724343156,0.0000272173029467,0.003946509,23.6313,52.4874,5.1908,26,0.00063507,8,0.,0.000072579
2541,6,20,28,400,136.3812,0.003815338,0.000627941,5,0.0000238458603586,0.0003099962,0.004570457,37.4355,51.3461,5.1878,34,0.0010095,9,0.0003258934,0.0017169
2543,3,17,6,450,146.9388,0.006065574,0.0001092896,3,0.0015300546,0.0014480874,0.00273224,44.4848,74.44,8.03,15,0.00081967,3,0.,0.
2545,5,21,16,400,173.0568,0.007906668,0.0001105828,3,0.,0.0000276456928011,0.00340042,26.459,52.7154,7.2276,10,0.00055291,4,0.,0.
2548,6,24,16,450,208.695,0.01176173,0.0007746301,7,0.0003952194,0.0006323511,0.002829771,20.6966,37.3408,9.7318,18,0.001407,6,0.,0.00026875
2549,6,21,36,1200,164.5494,0.00562838,0.0008229485,5,0.0000293910181049,0.0013666823,0.003233012,27.0868,51.4182,8.3045,27,0.0018369,8,0.0001028686,0.00014696
2554,4,22,12,1000,62.943,0.000300928,0.0001770162,3,0.,0.0002478227,0.002372017,55.609,84.1791,5.1493,14,0.0010444,6,0.0004071373,0.
2557,2,21,14,250,82.374,0.001487349,0.0004211168,7,0.,0.000134399,0.00264318,34.0136,75.1186,5.4136,17,0.00059136,7,0.,0.000080639
2563,3,21,4,100,59.3184,0.000482406,0.0002412032,0,0.,0.0000993189557321,0.002482974,60.5747,81.0743,4.2229,16,0.00035471,4,0.,0.
2564,5,18,56,1650,184.2078,0.009488047,0.0003869747,3,0.0000286647939001,0.0013329129,0.003611764,20.8924,54.3175,7.4087,24,0.0014046,6,0.0003439775,0.0012469
2570,5,23,56,1200,100.1874,0.002065724,0.0003695562,5,0.0000189515976197,0.0007201607,0.002965925,45.4872,71.2204,6.5623,27,0.0018857,8,0.0002558466,0.00020847
2572,5,19,20,425,117.318,0.002414651,0.0006096395,4,0.0004661949,0.0003466577,0.003526346,34.0136,50.4542,5.6644,21,0.00078895,7,0.,0.0003347
2575,2,16,20,100,30.9402,0.000728032,0.0001266143,1,0.,0.0002215751,0.002089137,73.5385,141.3939,2.5303,9,0.00063307,3,0.,0.
2579,4,24,14,700,79.2696,0.001232539,0.0003880215,4,0.0000456495937186,0.0002967224,0.003012873,32.4275,72.303,4.6894,12,0.0005478,3,0.,0.
2581,3,34,8,200,58.9332,0.000977691,0.0001999822,5,0.0001555417,0.0000888809883566,0.001577638,21.7714,84.507,6.507,15,0.00093325,6,0.,0.0001111
2584,4,21,4,100,66.3678,0.001233855,0.0003150268,3,0.0000131261157198,0.0002756484,0.002730232,46.7053,69.3462,4.2212,13,0.00094508,6,0.,0.00018377
2590,3,35,4,150,47.6058,0.000516085,0.0002150353,2,0.,0.,0.002515913,69.5172,67.0769,3.4103,16,0.0010107,6,0.,0.
2591,6,27,28,1300,191.2926,0.019519623,0.0004478558,9,0.0000068900892956,0.0002411531,0.004092713,50.516,56.0067,4.0875,26,0.00060633,6,0.0000964612501378,0.000089571
2592,5,20,28,1500,186.4278,0.013063852,0.0003099588,7,0.0005469861,0.0002461437,0.004230026,30.3585,47.5259,5.2112,34,0.00087518,9,0.,0.000045582
2602,5,21,6,200,111.5274,0.00185344,0.0002773855,2,0.,0.0000504337300787,0.003744705,40.8108,60.3367,5.1785,28,0.0008952,7,0.0003026024,0.00020173
2606,6,22,84,800,250.299,0.024904021,0.00119216,10,0.0002222671,0.0003435037,0.004445343,28.0091,43.1273,5.1636,28,0.00084866,7,0.,0.00071732
2610,4,23,12,450,142.5444,0.004042897,0.0002340625,6,0.0000638352200187,0.001361818,0.002766193,33.0233,54.2462,8.2462,19,0.00070219,5,0.,0.
2612,5,23,42,2000,249.3198,0.023913792,0.0002337253,6,0.0000492053338582,0.0007134773,0.003432072,39.2662,50.5376,6.7563,26,0.00077498,8,0.,0.
2613,5,22,14,1000,136.4202,0.00199418,0.0005049641,3,0.0001112633,0.0014977747,0.003432044,42.49,59.3815,7.1122,24,0.001746,10,0.000042793563848,0.00016262
2614,4,20,24,1145,174.627,0.01578801,0.0003477535,5,0.000034775351231,0.000591181,0.003129782,49.3034,62.3556,5.5778,18,0.00083461,3,0.,0.
2618,2,22,20,700,94.0836,0.000845219,0.0002113048,3,0.,0.0004226096,0.003486529,22.9313,59.7576,6.8636,17,0.00068674,2,0.,0.
2622,5,20,12,700,91.773,0.003791743,0.0004930966,4,0.0000510099979596,0.000085016663266,0.003502687,26.9463,59.8447,4.0388,14,0.0012072,8,0.00010202,0.000068013
2624,5,25,8,350,86.4678,0.001035657,0.0002071315,4,0.,0.0001764453,0.003007242,47.4885,68.7245,5.3929,34,0.0018795,7,0.0001764453,0.001028
2625,2,17,16,650,80.6232,0.000761252,0.000292789,4,0.0000669232056215,0.0002760582,0.002626736,38.5815,66.9936,5.7962,26,0.00059394,9,0.0003429814,0.00032625
2626,3,29,10,366,72.7032,0.000828659,0.000191229,4,0.,0.000127486,0.002507224,57.6752,64.7458,5.322,9,0.0016786,5,0.,0.
2633,4,18,8,500,154.7022,0.002166941,0.0004911733,10,0.0000650082343764,0.0000216694114588,0.004810609,21.8165,35.8018,5.5736,42,0.0010762,6,0.0000577850972234,0.
2635,4,24,28,600,69.9984,0.002485712,0.0002152979,4,0.0000587176074532,0.0001174352,0.002485712,53.2063,67.685,4.3701,12,0.00046974,5,0.0000391450716355,0.00013701
2639,2,23,4,800,63.7386,0.000483108,0.0000499766775505,1,0.,0.0004997668,0.001849137,53.6364,89.2613,6.4595,13,0.0011994,7,0.,0.
2642,6,19,14,600,129.6288,0.002696456,0.0003326796,3,0.0001750946,0.0005077742,0.005165289,35.3605,44.2576,3.9898,31,0.0019611,7,0.,0.000070038
2644,5,24,6,700,72.459,0.000510124,0.00009810076911,3,0.000058860461466,0.000058860461466,0.002295558,28.3448,82.8376,5.8803,17,0.00094177,5,0.,0.00021582
2646,3,22,4,400,158.3544,0.012498858,0.0003655973,2,0.,0.0003655973,0.003233251,41.6596,65.4134,5.7668,23,0.0012682,6,0.,0.
2649,4,23,10,300,80.2752,0.001020534,0.000239671,6,0.0000876216394524,0.0000901987464951,0.003028101,77.0256,70.7574,5.2834,58,0.0011597,11,0.0004690335,0.0011313
2652,6,20,20,1260,187.6308,0.010865219,0.0011918676,4,0.0005843996,0.0001614788,0.003852424,21.08,45.7166,6.5928,31,0.0008766,6,0.0000230684055118,0.000030758
2653,4,17,30,450,72.2124,0.001692014,0.0000597181304244,2,0.,0.0001990604,0.002528068,55.9683,77.3543,4.7874,15,0.0011147,4,0.,0.00009953
2655,4,20,6,400,93.567,0.001805247,0.0002884122,1,0.0000534096735601,0.0003738677,0.003653222,56.4575,59.6608,4.348,20,0.0017625,8,0.0002136387,0.00016023
2656,5,21,12,450,147.588,0.004811516,0.0006097238,4,0.0001192938,0.0002518424,0.004705477,40.678,47.2901,4.7268,29,0.0016038,7,0.,0.
2657,2,22,12,100,67.8552,0.00059969,0.0001763793,3,0.0000881896430083,0.0004585861,0.002575138,34.069,76.3014,4.7466,16,0.00074079,5,0.,0.
2658,5,17,10,300,156.7506,0.008846831,0.0004841549,5,0.0000660211267606,0.0011663732,0.004324384,35.1837,48.8448,4.7379,26,0.00096831,7,0.,0.00047315
2660,5,22,20,800,155.4156,0.001999004,0.0004589154,4,0.,0.0007233751,0.003764662,36.6874,46.5124,7.6488,32,0.0013534,7,0.0009022744,0.00073115
2661,2,16,42,900,65.6202,0.001309497,0.0003558415,3,0.,0.0004127761,0.00334491,59.1282,71.5234,3.3957,21,0.00092519,6,0.,0.000071168
2662,2,43,10,730,86.0586,0.005424088,0.0003279681,5,0.0000252283162622,0.0004541097,0.002510218,50.0606,79.9598,4.3568,20,0.00063071,7,0.,0.000063071
2666,6,21,20,800,178.2396,0.00365959,0.0004318771,3,0.0014888394,0.0002727645,0.004614266,27.3877,47.9409,6.3793,25,0.0025685,7,0.0000340955584852,0.
2670,6,20,24,900,156.5256,0.005910953,0.0007404117,9,0.0001234019,0.0008638136,0.004948418,28.95,42.0948,5.4738,28,0.00069105,5,0.0005429686,0.0024434
2673,5,28,20,730,111.5724,0.002161015,0.0003143295,4,0.0001178736,0.0003437979,0.004115752,45.1388,50.3866,4.7255,35,0.0015127,10,0.0000589367804801,0.000029468
2677,1,18,2,80,39.8712,4.33E-05,0.000100946,4,0.000057683433318,0.000057683433318,0.002610175,62.1556,102.453,2.9282,12,0.00031726,5,0.,0.
2679,5,18,14,800,110.7012,0.004516824,0.000532784,2,0.0000118396438635,0.0000532783973858,0.004931212,56.7308,42.2569,3.3277,53,0.00043215,13,0.0002486325,0.00046175
2682,6,20,28,900,193.8072,0.013859491,0.0005516776,5,0.,0.0008894393,0.005978383,27.6604,38.4105,3.6196,24,0.0009007,9,0.0000900698040982,0.0005179
2683,4,23,14,900,82.7364,0.002503276,0.0005292161,5,0.00032761,0.00032761,0.002780485,35.2485,71.1782,4.9063,33,0.00082323,11,0.0001428043,0.0001008
2691,6,22,6,750,154.4874,0.003592206,0.0002978902,6,0.0000350459101423,0.0009462396,0.003925142,28.1435,50.2857,6.4509,20,0.0016997,7,0.0001051377,0.000052569
2693,6,30,28,1500,123.3774,0.003448523,0.000393776,4,0.0003102477,0.0007159563,0.004021288,34.2262,55.3353,4.8813,22,0.0011575,10,0.0000715956278937,0.00028638
2694,5,18,10,300,111.1386,0.004575707,0.0002773156,4,0.,0.0006586245,0.003050471,64.1379,67.1818,5.4659,24,0.00079728,3,0.,0.
2697,6,20,8,500,241.992,0.014383203,0.0004126741,6,0.0000402608905709,0.0004126741,0.005757307,17.9054,29.9371,5.2745,32,0.00081528,5,0.0000503261132136,0.000030196
2698,5,16,10,800,116.5392,0.001550416,0.0001094411,5,0.0002188822,0.0002188822,0.0038578,27.8863,57.6548,5.3144,21,0.00078433,6,0.,0.
2700,5,18,28,700,157.6536,0.005774837,0.0003363983,5,0.0000840995738955,0.0007008298,0.004363833,23.0215,51.152,5.6039,22,0.00094378,9,0.0003177095,0.00046722
2702,4,19,10,300,92.7486,0.002702246,0.0003659292,5,0.0001548162,0.000633339,0.002969656,55.8667,76.6445,4.9858,25,0.0012808,7,0.000351855,0.000028148
2706,5,24,8,400,147.6786,0.003540219,0.0004211413,5,0.0000658033270162,0.0014213519,0.00375079,22.6761,57.1368,6.4561,29,0.0013029,5,0.,0.
2709,3,16,12,650,73.677,0.001172241,0.0002604981,3,0.,0.0001823487,0.002813379,40.0748,70.8889,4.9259,15,0.0012764,2,0.,0.00067729
2712,3,21,2,200,72.5712,0.000814402,0.0001714531,4,0.0001071582,0.0001071582,0.003514788,49.1534,62.9268,3.7561,13,0.00092156,4,0.,0.
2713,4,21,16,2700,96.4116,0,0.0000447868147617,3,0.0000298578765078,0.0000746446912696,0.002866356,29.822,61.4167,6.3125,19,0.00086588,7,0.,0.
2717,3,22,20,500,110.5272,0.001696517,0.0001073745,2,0.0000107374479234,0.0004617103,0.003017223,41.9857,73.3808,6.3559,17,0.0012133,6,0.,0.
2719,5,21,28,730,144.4626,0.004949502,0.0003511471,4,0.0000334425790917,0.0002340981,0.004113437,28.3265,47.4146,5.2846,18,0.00085279,5,0.,0.
2721,3,21,20,100,88.0062,0.001717493,0.0002513405,1,0.,0.0001675603,0.003518767,82.5817,60.1905,4.3452,38,0.0013405,6,0.,0.
2722,2,18,20,180,91.8954,0.00102373,0.0000787484250315,0,0.0000262494750105,0.00049874,0.002939941,36.0721,58.4643,5.4554,14,0.00094498,5,0.,0.
2723,4,18,8,650,209.8026,0.008836632,0.0002556051,4,0.0000182575038341,0.0000365150076682,0.005239904,16.4755,36.2369,5.8432,22,0.0016432,6,0.,0.00007303
2726,4,20,6,150,61.9542,0.000274585,0.0001281394,2,0.,0.0002928901,0.003514681,39.7906,62.4792,3.3073,20,0.00060409,3,0.,0.000091528
2727,2,20,12,400,103.2642,0.000851666,0.0000721750678446,1,0.0000577400542757,0.0007650557,0.002988048,39.3204,66.8599,6.2609,22,0.0014002,6,0.,0.
2729,2,24,10,60,71.7522,0.001606426,0.0002162496,7,0.,0.0002625888,0.002270621,46.0274,87.9184,5.3537,28,0.0019771,5,0.,0.
2733,6,23,36,2000,124.098,0.005349576,0.0003575212,5,0.0003045551,0.000503178,0.00503178,45.9842,43.8105,3.5105,22,0.00088718,5,0.,0.
2735,4,20,12,750,71.7912,0.0015422,0.0001635667,4,0.00010515,0.0002336667,0.002827367,48.5643,81.2397,4.2934,17,0.00065427,8,0.,0.
2740,2,17,8,40,37.3692,0.000464329,0.0001911941,2,0.0000273134491424,0.0001365672,0.001775374,84.8125,116.3692,3.7692,12,0.00057358,3,0.,0.
2745,6,19,24,1000,140.874,0.008515338,0.0005166209,8,0.000311754,0.0002494032,0.003643068,39.902,52.2249,5.0122,28,0.00065914,7,0.,0.000071258
2748,3,25,14,500,104.1798,0.004128264,0.0004080261,3,0.0000480030721966,0.0000360023041475,0.003360215,37.4337,67.7571,4.7714,24,0.0012961,4,0.,0.
2750,5,27,6,200,143.4288,0.009291142,0.0005046307,2,0.0000593683210639,0.0000296841605319,0.003057469,35.8824,54.7184,5.9515,15,0.0007421,4,0.,0.00023747
2754,3,26,12,800,64.548,0.00170409,0.0002255413,0,0.0005638532,0.0003383119,0.002455894,42.3385,75.5102,4.3316,22,0.00086457,6,0.,0.
2756,3,27,20,700,52.869,0.000342091,0.0001596424,3,0.,0.0002964787,0.002303412,38.48,91.2871,4.2574,14,0.00057015,7,0.,0.000068418
2758,6,21,24,730,155.502,0.007781649,0.0008710801,7,0.0000435540069686,0.0003339141,0.002976191,28.3922,54.1073,7.4,15,0.00062427,5,0.,0.00029036
2759,3,22,16,800,85.2612,0.001956197,0.0003342246,2,0.,0.0001769424,0.0028704,61.9931,77.9315,5.4692,33,0.00096335,10,0.,0.
2769,5,19,14,200,109.7646,0.00233827,0.0002407042,4,0.0000343863188299,0.0003667874,0.005398652,21.2511,42.879,3.4586,22,0.00097428,7,0.,0.00041264
2772,6,20,12,600,213.3366,0.008961864,0.0004872881,5,0.0000423728813559,0.0006991525,0.005317797,24.624,33.5777,5.6215,24,0.0040254,6,0.,0.
2773,4,18,8,400,72.1902,0.000572344,0.0000981161695447,5,0.0000817634746206,0.0001635269,0.002698195,24.9756,72.3394,4.9152,13,0.00065411,7,0.,0.
2780,4,27,8,500,97.842,0.002561854,0.0002769572,3,0.0001384786,0.0002307976,0.002584934,34.991,57.8214,5.9018,13,0.00078471,5,0.,0.
2783,6,23,24,1400,311.0094,0.035170251,0.0005824373,7,0.0005376344,0.000462963,0.005212067,12.7931,36.9857,4.4928,19,0.00074671,7,0.,0.00053763
2787,6,16,28,1500,109.5564,0.003678916,0.0007482541,10,0.0000623545061523,0.0008313934,0.002805953,58,66.9926,6.0148,25,0.0012263,6,0.,0.00033256
2788,6,17,20,1000,137.685,0.001893827,0.0002071374,5,0.0000739776291649,0.0006066166,0.003476949,27.9145,52.6809,6.6766,15,0.00073978,7,0.,0.
2791,2,34,8,600,73.743,0.001153937,0.000169048,9,0.,0.0004924443,0.002410772,62.6667,86.1951,5.75,27,0.00074969,13,0.000029399658964,0.0000073499
2792,4,28,12,100,63.3156,0.001100548,0.0003512387,5,0.0006439376,0.0001639114,0.002657706,56.3363,92.5639,4.2026,19,0.00081956,8,0.,0.
2794,5,25,4,830,175.2924,0.019475078,0.0001081198,3,0.0000270299491837,0.000527084,0.003067899,53.1327,74.5551,4.2907,15,0.00062169,7,0.,0.
2798,5,18,8,750,181.881,0.01428201,0.0005557202,0,0.0000926200355661,0.0004445762,0.003297273,20.8588,60.8764,6.1236,15,0.0012226,5,0.,0.00050015
2813,3,18,6,200,52.9224,0.000830631,0.0001384384,0,0.,0.0000593307491496,0.002491892,46.4,71.9683,3.7302,12,0.00088996,5,0.,0.
2817,5,29,28,1000,90.228,0.001481704,0.0001073699,0,0.0000214739735441,0.0001717918,0.002684247,50.6129,76.16,5.872,15,0.0010737,6,0.,0.
2819,5,16,24,500,158.3616,0.00397001,0.0003810226,4,0.0003072763,0.0008849558,0.004351032,28.6006,44.4294,5.7853,24,0.002409,9,0.0001597837,0.000086037
2820,3,18,20,600,79.6956,0.001145057,0.0001583589,2,0.000024362909906,0.0002558106,0.002704283,64.4163,73.7658,5.2838,17,0.0016932,8,0.0000730887297179,0.00054817
2821,6,17,28,700,214.8654,0.011556616,0.0006028423,3,0.0004617516,0.0007439331,0.00438664,19.4956,41.3333,6.4006,25,0.0018598,7,0.,0.
2824,6,21,12,1000,119.499,0.002095244,0.0000649688149688,4,0.0000942047817048,0.000987526,0.003774688,36.7235,53.3253,5.4191,36,0.00045803,10,0.0000032484407484,0.
2825,4,19,8,120,50.838,0.001412899,0.0003601507,0,0.0000554078014184,0.0001108156,0.001745346,45.3548,84.5714,4.8095,13,0.0010805,4,0.,0.000027704
2826,5,21,28,1200,131.4936,0.00558317,0.000175021,3,0.0003675441,0.0001925231,0.003867964,53.6909,54.0814,4.8507,18,0.0013477,5,0.,0.
2829,3,16,28,3,69.5748,0.001016455,0.000370707,3,0.,0.0002391658,0.003623362,57.3775,69.4389,3.3234,18,0.00055008,7,0.,0.00049029
2830,6,24,10,550,197.07,0.01028481,0.000748375,4,0.0002565857,0.002416182,0.003132484,21.1781,56.6143,9.1263,22,0.0018068,6,0.,0.
2831,4,16,24,350,129.3876,0.00400907,0.0005259713,3,0.,0.0003857123,0.003716864,25.388,53.4717,5.5629,23,0.00087662,9,0.0002571415,0.00030389
2833,6,20,24,1100,206.6238,0.010933844,0.0005211657,7,0.0000319081046586,0.0001701766,0.00477558,23.875,46.6281,5.9399,33,0.0019464,6,0.,0.
2834,5,20,8,700,111.2382,0.00334814,0.0004475237,1,0.0002651992,0.0002486243,0.002585693,42.3742,70.9487,7.3974,19,0.0022542,6,0.0001823245,0.0000663
2835,4,17,10,350,151.65,0.004145681,0.0005701796,4,0.0000237574836073,0.0002138174,0.004145681,44.2989,45.2149,5.6246,19,0.0023045,7,0.0001425449,0.000035636
2837,6,24,36,2000,131.3226,0.006835291,0.000617284,6,0.0003312255,0.0003763927,0.004456489,28.8542,52.3108,4.0169,23,0.00090334,6,0.,0.00015056
2851,3,17,14,360,112.1214,0.000790701,0.0001779078,8,0.0000098837669012,0.0001482565,0.003172689,43.1125,69.8193,6.7445,28,0.001107,8,0.0002569779,0.00064244
2856,5,26,8,500,67.332,0.002098093,0.0002179837,2,0.,0.0003269755,0.002697548,46.9796,78.0606,3.8687,12,0.00057221,4,0.,0.000027248
2859,6,26,12,450,136.6296,0.003338241,0.0004696385,5,0.0000507717303006,0.000939277,0.003985581,34.8115,57.6178,5.4618,26,0.0019928,8,0.,0.
2865,2,17,6,800,71.4978,0.00162754,0.0002835865,6,0.0004438745,0.0003822253,0.00244131,61.6244,89.2727,4.9091,16,0.00078911,7,0.,0.
2867,5,20,20,70,98.4912,0.002556991,0.0005092312,7,0.000054173528647,0.0000650082343764,0.003640461,33.1821,59.3929,4.5595,23,0.0011593,8,0.0000975123515645,0.00042255
2868,5,26,8,800,164.571,0.003381806,0.000497877,4,0.0000563634314057,0.0001690903,0.006040281,26.9159,42.1586,4.4323,27,0.0014373,10,0.00006575733664,0.
2878,4,24,14,700,72.2544,0.002398903,0.000561648,6,0.0001618308,0.0002475059,0.002513137,47.6806,95.6818,4.6742,24,0.00070444,6,0.,0.
2881,3,32,12,200,52.3182,0.001140934,0.0004060953,4,0.000154703,0.0001740408,0.002281869,46.7692,88.339,3.9237,16,0.00073484,6,0.,0.000058014
2885,3,17,8,125,87.4092,0.000751315,0.0001878287,4,0.,0.0005321813,0.003130478,45.2121,84.76,4.96,9,0.00081392,3,0.,0.
2886,6,24,56,2300,165.303,0.008616991,0.0006912662,7,0.0000476735316552,0.0002979596,0.004612414,29.9067,42.9044,4.8088,23,0.00087004,7,0.,0.
2888,5,19,24,800,158.0754,0.004966318,0.0005155348,4,0.000103107,0.0009623316,0.00439923,19.4353,38.7031,5.6836,22,0.0018731,7,0.,0.
2889,4,16,4,1000,118.3608,0.005457091,0.0004891242,5,0.,0.0000671346913722,0.00286761,36.094,79.6923,6.1438,25,0.00059462,5,0.,0.
2895,3,26,10,1000,72.9042,0.003288512,0.0001339764,2,0.0001096171,0.0001461561,0.00261863,51.0467,78.9023,4.1349,17,0.00064552,6,0.,0.
2899,5,19,14,1000,130.7874,0.000872754,0.0000882560602495,5,0.0000882560602495,0.0006177924,0.003716561,32.0741,45.4776,6.3588,19,0.0013631,7,0.0000588373734996,0.000088256
2900,6,21,28,1500,178.3326,0.009789157,0.0005326183,6,0.0001101969,0.0002112107,0.00376506,30.9535,51.961,6.5488,27,0.001001,10,0.0004775198,0.00020203
2904,3,22,20,800,77.5146,0.001677363,0.0003524893,5,0.0000486192143135,0.0004497277,0.002977927,34.6066,80.1633,4.4245,15,0.00069282,5,0.0001093932,0.000060774
2905,5,25,14,400,88.4334,0.0017264,0.000362544,4,0.000103584,0.000586976,0.002019888,31.931,84.6154,7.6581,10,0.0011049,6,0.0000863200055245,0.00015538
2906,6,21,28,1300,103.8936,0.003201748,0.00039551,9,0.0003766762,0.0002260057,0.00276857,24.137,66.0408,6.2381,15,0.0014314,4,0.,0.
2912,4,28,8,600,63.6066,0.001207035,0.0004454535,2,0.0002730199,0.0007472123,0.002500287,47.3064,86.9195,4.5115,16,0.00086217,7,0.,0.00017243
2913,3,29,6,1000,38.7666,0.000699612,0.0001563837,4,0.0000823072364522,0.0001152301,0.002205834,103.4157,111.8358,3.0634,15,0.00067492,7,0.,0.
2915,7,22,28,1250,143.7066,0.007279961,0.0007177426,8,0.0002563366,0.0002255762,0.005547125,32.0741,47.3567,3.5416,34,0.0010356,8,0.0002768436,0.000061521
2916,4,22,20,750,114.8028,0.001190084,0.0003143618,4,0.0000224544175324,0.0004266339,0.003218467,30.7786,60.9302,6.686,30,0.0007859,8,0.0003966947,0.00082333
2920,6,20,20,730,134.61,0.005157859,0.000492126,5,0.0000094639612356,0.0000378558449425,0.005593201,28.461,41.1574,3.6007,29,0.00098425,8,0.000246063,0.00021767
2923,5,27,6,600,107.7972,0.002688287,0.0005013868,2,0.0000960102410924,0.0000533390228291,0.002656283,52.0161,66.0884,7.3936,23,0.0010028,8,0.000106678,0.
2924,5,27,10,1000,152.9214,0.00481775,0.0007131537,6,0.00022187,0.0003961965,0.002503962,33.4013,47.8228,9.4747,25,0.00093502,3,0.,0.
2925,6,17,14,750,161.6112,0.00567189,0.00063021,6,0.0000716147698301,0.0003222665,0.004511731,29.2146,41.473,5.6143,31,0.00065886,9,0.,0.00015039
2926,6,19,28,550,162.6486,0.003925951,0.0013755158,7,0.000042984869326,0.000042984869326,0.003839982,25.9476,49.8955,6.9142,17,0.00094567,9,0.,0.00011463
2928,4,20,6,200,80.8956,0.001528311,0.0003634398,7,0.0000186379393894,0.0007641555,0.003569165,54.5445,56.3864,3.893,34,0.00063369,7,0.,0.00012115
2930,6,17,6,500,191.5086,0.003514551,0.0007895005,5,0.0001528065,0.0010866243,0.006349961,26.0295,36.8984,4.9171,35,0.0020968,10,0.,0.
2931,6,22,12,1000,169.4076,0.005310768,0.0005433011,8,0.0003395632,0.0002988156,0.005446594,24.24,42.3541,4.9002,29,0.0029882,7,0.,0.
2932,5,22,6,300,146.9736,0.006694797,0.0000996743969699,0,0.0000664495979799,0.0003654728,0.004485348,31.3309,44.8,4.5889,21,0.0012625,4,0.,0.
